מועמד,קטגוריה,סגנון,סגנון_ביטחון,תפקיד_מאבק,תפקיד_חקיקה,תפקיד_חיבור,מספר_נושא,נושא,עמדות_ציון,עמדות_ביטחון,ביצוע_ציון,ביצוע_ביטחון,תדמית_ציון,תדמית_ביטחון,עוגן
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,3,שוויון זכויות והזדמנויות,10,95,9,90,10,95,מאבק ציבורי בחוק הלאום
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,4,"שוויון בנטל, גיוס ושירות אזרחי",8,60,,,8,60,התבטאויות סביב ברית הדמים
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,5,שותפות יהודית־ערבית ושוויון אזרחי,9,85,8,85,8,80,פעילות המרכז הדרוזי-יהודי
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,8,"חברה, כלכלה, רווחה ופריפריה",8,80,7,80,8,80,מאבק ציבורי בחוק קמיניץ
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,9,יחסי דת ומדינה וחופש אזרחי,8,50,,,7,50,שותפות למחאה נגד הממשלה
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
אמיר חניפס,בני מיעוטים,לוחם וברור,נמוך-בינוני,7,3,8,12,"סביבה, אקלים ומרחב חיים",,,,,,,
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",8,80,8,80,8,80,"פעילות פרלמנטרית, כנסת ה-24"
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,2,איחוי החברה וסולידריות אזרחית,9,85,9,90,9,85,מוביליות חברתית בפריפריה
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,3,שוויון זכויות והזדמנויות,10,95,9,90,10,95,מאבק אישי בחוק הלאום
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,4,"שוויון בנטל, גיוס ושירות אזרחי",9,85,,,8,80,"שירות כקצין צה""ל"
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,5,שותפות יהודית־ערבית ושוויון אזרחי,9,90,8,85,9,90,חברות פעילה בסיעת מרצ
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,7,"חינוך, אזרחות וליבה משותפת",10,100,10,100,10,100,ניהול תיכון מקיף בית ג'ן
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,8,"חברה, כלכלה, רווחה ופריפריה",9,90,8,85,9,90,תקצוב רשויות מקומיות (כנסת)
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
עלי סלאלחה,בני מיעוטים,ממלכתי ואחראי,בינוני,5,6,6,12,"סביבה, אקלים ומרחב חיים",,,,,,,
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",,,,,,,
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,2,איחוי החברה וסולידריות אזרחית,,,,,,,
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,3,שוויון זכויות והזדמנויות,9,90,8,85,9,90,הובלת מאבק בחוק הלאום
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,4,"שוויון בנטל, גיוס ושירות אזרחי",9,85,8,80,9,85,"עידוד גיוס, שיח ברית הדמים"
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,5,שותפות יהודית־ערבית ושוויון אזרחי,9,90,8,85,9,90,מאבק לשוויון אזרחי לדרוזים
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,8,"חברה, כלכלה, רווחה ופריפריה",8,85,8,85,8,85,שביתות רשויות לפיתוח הפריפריה
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
מאלק בדר,בני מיעוטים,מגשר ורגוע,נמוך-בינוני,6,4,7,12,"סביבה, אקלים ומרחב חיים",9,90,8,85,9,90,מאבק בחוק קמיניץ ותכנון
גאלב סלאמנה,בני מיעוטים,,,,,,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,2,איחוי החברה וסולידריות אזרחית,,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,3,שוויון זכויות והזדמנויות,,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
גאלב סלאמנה,בני מיעוטים,,,,,,12,"סביבה, אקלים ומרחב חיים",,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,2,איחוי החברה וסולידריות אזרחית,,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,3,שוויון זכויות והזדמנויות,,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
עאיד בדיר,בני מיעוטים,,,,,,12,"סביבה, אקלים ומרחב חיים",,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,2,איחוי החברה וסולידריות אזרחית,,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,3,שוויון זכויות והזדמנויות,,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
איהאב שליאן,בני מיעוטים,,,,,,12,"סביבה, אקלים ומרחב חיים",,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,2,איחוי החברה וסולידריות אזרחית,,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,3,שוויון זכויות והזדמנויות,,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
נדאל מסאלחה,בני מיעוטים,,,,,,12,"סביבה, אקלים ומרחב חיים",,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,2,איחוי החברה וסולידריות אזרחית,,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,3,שוויון זכויות והזדמנויות,,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
סומיה בשיר,בני מיעוטים,,,,,,12,"סביבה, אקלים ומרחב חיים",,,,,,,
אומיימה חאמד,בני מיעוטים,,,,,,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,2,איחוי החברה וסולידריות אזרחית,,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,3,שוויון זכויות והזדמנויות,,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,4,"שוויון בנטל, גיוס ושירות אזרחי",,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,5,שותפות יהודית־ערבית ושוויון אזרחי,,0,,0,,30,תדמית פוליטית כללית
אומיימה חאמד,בני מיעוטים,,,,,,6,"ביטחון, פלסטינים והחזון המדיני",,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,7,"חינוך, אזרחות וליבה משותפת",,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,8,"חברה, כלכלה, רווחה ופריפריה",,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,9,יחסי דת ומדינה וחופש אזרחי,,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,10,תקשורת אמת ואוריינות דיגיטלית,,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,0,,0,,0,
אומיימה חאמד,בני מיעוטים,,,,,,12,"סביבה, אקלים ומרחב חיים",,0,,0,,0,
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",7,60,,,7,60,"כהונה כח""כית במפלגת העבודה"
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,2,איחוי החברה וסולידריות אזרחית,,,,,,,
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,3,שוויון זכויות והזדמנויות,8,85,8,85,8,85,סרטים פמיניסטיים דוקומנטריים
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,5,שותפות יהודית־ערבית ושוויון אזרחי,9,90,8,90,9,90,"מועמדות בעבודה, יצירה תיעודית"
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,6,"ביטחון, פלסטינים והחזון המדיני",8,85,,,9,90,דיון בפסילתה בבית המשפט
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,8,"חברה, כלכלה, רווחה ופריפריה",8,85,8,90,7,80,"יו""ר הוועדה לעובדים זרים"
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,9,יחסי דת ומדינה וחופש אזרחי,7,50,,,7,50,"התבטאויות, קידום נישואים אזרחיים"
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",8,85,9,95,8,90,בימוי והפקת קולנוע תיעודי
אבתיסאם מראענה-מנוחין,לא רלוונטי,שילוב,—,6,5,6,12,"סביבה, אקלים ומרחב חיים",,,,,,,
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",9,90,8,85,9,90,"ייסוד ארגון ""החזית"""
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,2,איחוי החברה וסולידריות אזרחית,,,,,,,
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,3,שוויון זכויות והזדמנויות,9,80,7,75,8,80,"תפקידים רשמיים ב""בצלם"""
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,5,שותפות יהודית־ערבית ושוויון אזרחי,9,85,8,80,8,80,פעילות פוליטית בהנהלת מרצ
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,6,"ביטחון, פלסטינים והחזון המדיני",10,95,8,85,9,90,"נציג ""בצלם"" בארה""ב"
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,9,יחסי דת ומדינה וחופש אזרחי,8,60,,,,,"התבטאויות כיו""ר הנהלת מרצ"
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,10,תקשורת אמת ואוריינות דיגיטלית,9,85,8,80,8,80,"מאבק ציבורי דרך ""החזית"""
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
אורי זכי,לא רלוונטי,שילוב,—,8,3,3,12,"סביבה, אקלים ומרחב חיים",,,,,,,
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",8,80,8,80,8,80,הובלת גוש במחאות קפלן
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,2,איחוי החברה וסולידריות אזרחית,,,,,,,
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,3,שוויון זכויות והזדמנויות,8,80,8,80,8,80,הקמת תנועת נשים אקטיביסטית
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,4,"שוויון בנטל, גיוס ושירות אזרחי",10,95,9,95,10,95,"מייסדת ""אימהות בחזית"", עתירות לבג""ץ"
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,9,יחסי דת ומדינה וחופש אזרחי,9,85,8,85,9,85,מאבק משפטי נגד מימון ישיבות
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
איילת השחר סיידוף,לא רלוונטי,שילוב,—,8,4,3,12,"סביבה, אקלים ומרחב חיים",,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,1,"דמוקרטיה, שלטון החוק ואחריות ציבורית",10,95,10,95,10,95,"ייסוד והובלת ""הדגלים השחורים"""
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,2,איחוי החברה וסולידריות אזרחית,,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,3,שוויון זכויות והזדמנויות,,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,4,"שוויון בנטל, גיוס ושירות אזרחי",,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,5,שותפות יהודית־ערבית ושוויון אזרחי,,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,6,"ביטחון, פלסטינים והחזון המדיני",,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,7,"חינוך, אזרחות וליבה משותפת",,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,8,"חברה, כלכלה, רווחה ופריפריה",,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,9,יחסי דת ומדינה וחופש אזרחי,,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,10,תקשורת אמת ואוריינות דיגיטלית,,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,11,"תרבות, מדע ופרויקטים לאומיים מאחדים",,,,,,,
נאווה רוזוליו,לא רלוונטי,שילוב,—,9,2,3,12,"סביבה, אקלים ומרחב חיים",,,,,,,
