candidate_id,axis,topic_code,topic,topic_score,known_count,total_count,coverage_pct
רונן צור,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.4,5.0,6.0,83
רונן צור,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,0.0,6.0,0
רונן צור,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",30.6,2.0,6.0,33
רונן צור,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,0.0,6.0,0
רונן צור,yecholot,Y05,חיבור בין קהלים ועולמות,29.8,4.0,6.0,67
רונן צור,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
רם שפע,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",54.6,16.0,16.0,100
רם שפע,deot,D02,המאבק על ההגמוניה,39.8,15.0,17.0,88
רם שפע,deot,D03,"חרדים, גיוס ושוויון חובות",58.1,7.0,7.0,100
רם שפע,deot,D04,שוויון ושותפות יהודית־ערבית,47.4,6.0,6.0,100
רם שפע,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",31.3,6.0,7.0,86
רם שפע,deot,D06,"חברה, רווחה ופריפריה",66.8,7.0,7.0,100
רם שפע,tadmit,T01,זהות וייצוג,43.7,10.0,11.0,91
רם שפע,tadmit,T02,ממלכתיות ואחריות,79.8,4.0,4.0,100
רם שפע,tadmit,T03,יושרה ואמינות,80.7,6.0,6.0,100
רם שפע,tadmit,T04,תקשורתיות ונראות,70.2,5.0,5.0,100
רם שפע,tadmit,T05,אותנטיות וסיפור אישי,75.0,1.0,1.0,100
רם שפע,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",29.5,5.0,6.0,83
רם שפע,yecholot,Y02,"ארגון, ניהול וביצוע",33.2,1.0,6.0,17
רם שפע,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",31.1,1.0,6.0,17
רם שפע,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,3.0,6.0,50
רם שפע,yecholot,Y05,חיבור בין קהלים ועולמות,30.1,3.0,6.0,50
רם שפע,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.1,2.0,6.0,33
תומר אביטל,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",72.6,15.0,16.0,94
תומר אביטל,deot,D02,המאבק על ההגמוניה,49.3,3.0,17.0,18
תומר אביטל,deot,D03,"חרדים, גיוס ושוויון חובות",65.5,1.0,7.0,14
תומר אביטל,deot,D04,שוויון ושותפות יהודית־ערבית,58.5,1.0,6.0,17
תומר אביטל,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",60.1,0.0,7.0,0
תומר אביטל,deot,D06,"חברה, רווחה ופריפריה",56.6,3.0,7.0,43
תומר אביטל,tadmit,T01,זהות וייצוג,56.2,4.0,11.0,36
תומר אביטל,tadmit,T02,ממלכתיות ואחריות,91.5,4.0,4.0,100
תומר אביטל,tadmit,T03,יושרה ואמינות,81.5,6.0,6.0,100
תומר אביטל,tadmit,T04,תקשורתיות ונראות,88.0,5.0,5.0,100
תומר אביטל,tadmit,T05,אותנטיות וסיפור אישי,92.0,1.0,1.0,100
תומר אביטל,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.5,1.0,6.0,17
תומר אביטל,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,1.0,6.0,17
תומר אביטל,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",34.3,3.0,6.0,50
תומר אביטל,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,0.0,6.0,0
תומר אביטל,yecholot,Y05,חיבור בין קהלים ועולמות,30.2,0.0,6.0,0
תומר אביטל,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
